path,y_true,y_pred,true_label,pred_label,confidence,correct,subset,sample_id
C:\Users\User\Desktop\LaboroTomato\dataset\cropped\test\green\IMG_1134__obj14427546__green.jpg,1,1,green,green,1.0,1,correct,0
C:\Users\User\Desktop\LaboroTomato\dataset\cropped\test\green\IMG_20191215_112914__obj14428722__green.jpg,1,1,green,green,1.0,1,correct,1
C:\Users\User\Desktop\LaboroTomato\dataset\cropped\test\green\IMG_20191215_112914__obj14428721__green.jpg,1,1,green,green,1.0,1,correct,2
C:\Users\User\Desktop\LaboroTomato\dataset\cropped\test\green\IMG_20191215_112914__obj14428719__green.jpg,1,1,green,green,1.0,1,correct,3
C:\Users\User\Desktop\LaboroTomato\dataset\cropped\test\green\IMG_20191215_112914__obj14428717__green.jpg,1,1,green,green,1.0,1,correct,4
C:\Users\User\Desktop\LaboroTomato\dataset\cropped\test\green\IMG_20191215_112914__obj14428716__green.jpg,1,1,green,green,1.0,1,correct,5
C:\Users\User\Desktop\LaboroTomato\dataset\cropped\test\green\IMG_1137__obj14427018__green.jpg,1,1,green,green,1.0,1,correct,6
C:\Users\User\Desktop\LaboroTomato\dataset\cropped\test\green\IMG_20191215_112914__obj14428714__green.jpg,1,1,green,green,1.0,1,correct,7
C:\Users\User\Desktop\LaboroTomato\dataset\cropped\test\green\IMG_20191215_112914__obj14428713__green.jpg,1,1,green,green,1.0,1,correct,8
C:\Users\User\Desktop\LaboroTomato\dataset\cropped\test\green\IMG_20191215_112914__obj14428709__green.jpg,1,1,green,green,1.0,1,correct,9
C:\Users\User\Desktop\LaboroTomato\dataset\cropped\test\fully_ripened\IMG_20191215_112517__obj14428501__fully_ripened.jpg,0,0,fully_ripened,fully_ripened,0.9999894,1,correct,10
C:\Users\User\Desktop\LaboroTomato\dataset\cropped\test\fully_ripened\IMG_1252__obj14428393__fully_ripened.jpg,0,0,fully_ripened,fully_ripened,0.99993145,1,correct,11
C:\Users\User\Desktop\LaboroTomato\dataset\cropped\test\fully_ripened\IMG_1255__obj14428546__fully_ripened.jpg,0,0,fully_ripened,fully_ripened,0.99989593,1,correct,12
C:\Users\User\Desktop\LaboroTomato\dataset\cropped\test\half_ripened\IMG_1005__obj14427847__half_ripened.jpg,2,2,half_ripened,half_ripened,0.9998944,1,correct,13
C:\Users\User\Desktop\LaboroTomato\dataset\cropped\test\half_ripened\IMG_1116__obj14427716__half_ripened.jpg,2,2,half_ripened,half_ripened,0.99985635,1,correct,14
C:\Users\User\Desktop\LaboroTomato\dataset\cropped\test\fully_ripened\IMG_20191215_112517__obj14428500__fully_ripened.jpg,0,0,fully_ripened,fully_ripened,0.9998518,1,correct,15
C:\Users\User\Desktop\LaboroTomato\dataset\cropped\test\fully_ripened\IMG_20191215_112718__obj14428026__fully_ripened.jpg,0,0,fully_ripened,fully_ripened,0.99984276,1,correct,16
C:\Users\User\Desktop\LaboroTomato\dataset\cropped\test\fully_ripened\IMG_20191215_112526__obj14426584__fully_ripened.jpg,0,0,fully_ripened,fully_ripened,0.99983144,1,correct,17
C:\Users\User\Desktop\LaboroTomato\dataset\cropped\test\fully_ripened\IMG_1277__obj14427186__fully_ripened.jpg,0,0,fully_ripened,fully_ripened,0.9998276,1,correct,18
C:\Users\User\Desktop\LaboroTomato\dataset\cropped\test\fully_ripened\IMG_1281__obj14428438__fully_ripened.jpg,0,0,fully_ripened,fully_ripened,0.9998042,1,correct,19
C:\Users\User\Desktop\LaboroTomato\dataset\cropped\test\fully_ripened\IMG_20191215_112531__obj14427819__fully_ripened.jpg,0,0,fully_ripened,fully_ripened,0.99975175,1,correct,20
C:\Users\User\Desktop\LaboroTomato\dataset\cropped\test\fully_ripened\IMG_20191215_112445__obj14427611__fully_ripened.jpg,0,0,fully_ripened,fully_ripened,0.9997259,1,correct,21
C:\Users\User\Desktop\LaboroTomato\dataset\cropped\test\half_ripened\IMG_20191215_111631__obj14426552__half_ripened.jpg,2,2,half_ripened,half_ripened,0.9997017,1,correct,22
C:\Users\User\Desktop\LaboroTomato\dataset\cropped\test\half_ripened\IMG_1137__obj14427077__half_ripened.jpg,2,2,half_ripened,half_ripened,0.99963653,1,correct,23
C:\Users\User\Desktop\LaboroTomato\dataset\cropped\test\half_ripened\IMG_20191215_111412__obj14429103__half_ripened.jpg,2,2,half_ripened,half_ripened,0.99951565,1,correct,24
C:\Users\User\Desktop\LaboroTomato\dataset\cropped\test\half_ripened\IMG_1264__obj14427313__half_ripened.jpg,2,2,half_ripened,half_ripened,0.99941385,1,correct,25
C:\Users\User\Desktop\LaboroTomato\dataset\cropped\test\half_ripened\IMG_20191215_111427__obj14428285__half_ripened.jpg,2,2,half_ripened,half_ripened,0.99933285,1,correct,26
C:\Users\User\Desktop\LaboroTomato\dataset\cropped\test\half_ripened\IMG_20191215_111508__obj14428515__half_ripened.jpg,2,2,half_ripened,half_ripened,0.9992975,1,correct,27
C:\Users\User\Desktop\LaboroTomato\dataset\cropped\test\half_ripened\IMG_20191215_111328__obj14428605__half_ripened.jpg,2,2,half_ripened,half_ripened,0.9992107,1,correct,28
C:\Users\User\Desktop\LaboroTomato\dataset\cropped\test\half_ripened\IMG_20191215_111152__obj14428143__half_ripened.jpg,2,2,half_ripened,half_ripened,0.99916077,1,correct,29
C:\Users\User\Desktop\LaboroTomato\dataset\cropped\test\half_ripened\IMG_0993__obj14427866__half_ripened.jpg,2,1,half_ripened,green,1.0,0,wrong,30
C:\Users\User\Desktop\LaboroTomato\dataset\cropped\test\half_ripened\IMG_1084__obj14426668__half_ripened.jpg,2,1,half_ripened,green,1.0,0,wrong,31
C:\Users\User\Desktop\LaboroTomato\dataset\cropped\test\half_ripened\IMG_1035__obj14427148__half_ripened.jpg,2,1,half_ripened,green,1.0,0,wrong,32
C:\Users\User\Desktop\LaboroTomato\dataset\cropped\test\half_ripened\IMG_1097__obj14428849__half_ripened.jpg,2,1,half_ripened,green,1.0,0,wrong,33
C:\Users\User\Desktop\LaboroTomato\dataset\cropped\test\half_ripened\IMG_1084__obj14426666__half_ripened.jpg,2,1,half_ripened,green,1.0,0,wrong,34
C:\Users\User\Desktop\LaboroTomato\dataset\cropped\test\half_ripened\IMG_20191215_110705__obj14428961__half_ripened.jpg,2,1,half_ripened,green,1.0,0,wrong,35
C:\Users\User\Desktop\LaboroTomato\dataset\cropped\test\half_ripened\IMG_20191215_110645__obj14427597__half_ripened.jpg,2,1,half_ripened,green,1.0,0,wrong,36
C:\Users\User\Desktop\LaboroTomato\dataset\cropped\test\half_ripened\IMG_20191215_111352__obj14426960__half_ripened.jpg,2,1,half_ripened,green,1.0,0,wrong,37
C:\Users\User\Desktop\LaboroTomato\dataset\cropped\test\half_ripened\IMG_20191215_111412__obj14429120__half_ripened.jpg,2,1,half_ripened,green,1.0,0,wrong,38
C:\Users\User\Desktop\LaboroTomato\dataset\cropped\test\half_ripened\IMG_20191215_111503__obj14428579__half_ripened.jpg,2,1,half_ripened,green,1.0,0,wrong,39
